"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,67260,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,68545,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,69450,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,69995,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,71325,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,70940,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,71870,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,72285,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,73030,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,72810,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,72655,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,73060,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,73835,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,65262,"B","Break"
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,74800,"B","Break"
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,74800,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,74700,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,70900,,
"FIN","Finland","T-PASS-RD-TOT","Road passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,69600,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,7755,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,8036,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,8260,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,8265,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,8676,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,9150,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,9607,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,9932,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,10406,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,10427,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,10403,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,11003,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,10857,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,10595,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,10974,"E","Estimated value"
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,10333,"B","Break"
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,10025,"E","Estimated value"
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,10167,"E","Estimated value"
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,10500,"E","Estimated value"
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,10849,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,7397,,
"BEL","Belgium","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,6970,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,611,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,533,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,498,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,432,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,443,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,428,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,431,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,409,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,398,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,357,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,373,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,389,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,403,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,391,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,373,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,361,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,396,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,424,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,468,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,479,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,260,,
"LTU","Lithuania","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,329,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,256806.08421725,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,254426.90177657,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,260519.1862561,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,267143.38190997,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,279135.62501935,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,279904.61737105,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,275480.52842749,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,278956.61243652,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,280755.51153837,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,279946.68316454,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,281770.08650229,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,284788.79820055,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,287595.20072479,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,293369.30220828,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,297943.89901031,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,301444.63861019,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,303530.0107798,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,305705.15610768,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,308067.17045018,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,306963.41888892,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,282439.42530623,,
"AUS","Australia","T-PASS-RD-TOT","Road passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,282449.06126269,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,47,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,47,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,48,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,41,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,30,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,27,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,28,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,24,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,24,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,35,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,50,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,49,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,53,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,55,"E","Estimated value"
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,52,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,44,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,50,,
"ARM","Armenia","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,55,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,951251,"B","Break"
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,954293,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,955412,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,954186,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,947563,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,933005,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,917938,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,919062,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,905907,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,898720,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,876951,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,867573,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,892157,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,889795,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,876322,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,879935,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,891479,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,904967,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,917921,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,909598,,
"JPN","Japan","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,769440,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,4353880,"B","Break"
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,4355728,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,4450661,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,4483127,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,4554468,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,4582280,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,4530078,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,5846312,"B","Break"
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,5654260,"B","Break"
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,5984972,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,5989833,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,6046500,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,6121616,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,6162599,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,6181776,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,6393041.818112,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,6512056,,
"USA","United States","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,6558301,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,64194,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,63386,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,63473,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,64016,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,65452,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,65517,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,66191,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,67815,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,67791,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,67236,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,66612,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,66612,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,67039,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,67551,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,67026.550518915,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,67544.075461366,,
"DNK","Denmark","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,66544.317598197,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,167054,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,157901,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,152871,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,157573,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,164272,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,172217,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,177838,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,174085,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,175872,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,151467,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,138885,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,139742,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,144612,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,138517,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,130027,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,120644,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,124620,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,123096,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,129542,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,133589,,
"RUS","Russian Federation","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,78573.9,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,55314,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,56463,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,57612,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,58007,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,58573,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,58339,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,59196,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,60943,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,62103,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,62744,,
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,62718,"B","Break"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,63701,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,64482,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,65224,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,67273,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,68789,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,69251,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,70548,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,71131,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,71779,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,65599,"E","Estimated value"
"NOR","Norway","T-PASS-RD-TOT","Road passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,68232,"E","Estimated value"
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,7300,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,7299,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,6597,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,6518,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,6590,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,6667,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,6922,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,6900,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,6803,,
"CZE","Czech Republic","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,6503,,
