route,routename,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal
95E,93rd-95th,2001-03-01T00:00:00.000,5881.4,4963.7,3213.3,167062
95W,West 95th,2001-03-01T00:00:00.000,5292,5492.3,3095.5,156267
96,Lunt,2001-03-01T00:00:00.000,1293.1,0,0,28449
97,Skokie,2001-03-01T00:00:00.000,3701.9,2284.9,1369.2,98343
100,Jeffery Manor Express,2001-03-01T00:00:00.000,1256.2,0,0,27636
103,West 103rd,2001-03-01T00:00:00.000,3883.1,1681.2,1196,98619
106,East 103rd,2001-03-01T00:00:00.000,2358.1,798.5,462.8,57722
108,Halsted/95th,2001-03-01T00:00:00.000,3194.8,0,0,70285
111,Pullman/111th/115th,2001-03-01T00:00:00.000,6336,3802.9,2448.9,168202
112,Vincennes/111th,2001-03-01T00:00:00.000,4067.3,1496.5,922.7,100654
119,Michigan/119th,2001-03-01T00:00:00.000,5394.1,5124,2933.8,156025
120,Ogilvie/Wacker Express,2001-03-01T00:00:00.000,837.4,0,0,18423
121,Union/Wacker Express,2001-03-01T00:00:00.000,1521.5,0,0,33473
122,Illinois Center/Ogilvie Express,2001-03-01T00:00:00.000,1092.6,0,0,24038
123,Illinois Center/Union Express,2001-03-01T00:00:00.000,750.8,0,0,16518
124,Navy Pier,2001-03-01T00:00:00.000,0,860.9,569.2,2860
125,Water Tower Express,2001-03-01T00:00:00.000,2221.2,0,0,48866
126,Jackson,2001-03-01T00:00:00.000,11114.2,5090.4,3046.4,282150
127,Madison/Roosevelt Circulator,2001-03-01T00:00:00.000,181.7,0,0,3997
128,Soldier Field Express,2001-03-01T00:00:00.000,0,0,167.1,501
129,West Loop/South Loop,2001-03-01T00:00:00.000,820.5,0,0,18050
135,Clarendon/LaSalle Express,2001-03-01T00:00:00.000,2850,0,0,62701
136,Sheridan/LaSalle Express,2001-03-01T00:00:00.000,1954.1,0,0,42990
145,Wilson/Michigan Express,2001-03-01T00:00:00.000,8718.2,4168.7,2072.9,220934
146,Inner Drive/Michigan Express,2001-03-01T00:00:00.000,9819.9,6422.2,3860.6,263590
147,Outer Drive Express,2001-03-01T00:00:00.000,9739.4,6144.3,0,244988
151,Sheridan,2001-03-01T00:00:00.000,25366.7,16148.9,13393.1,692384
152,Addison,2001-03-01T00:00:00.000,11575.7,4946.1,2518.9,289472
155,Devon,2001-03-01T00:00:00.000,7675.1,5320,3791.9,210621
156,LaSalle,2001-03-01T00:00:00.000,9421.5,0,0,207273
157,Streeterville/Taylor,2001-03-01T00:00:00.000,3480,0,0,76560
169,69th-UPS Express,2001-03-01T00:00:00.000,767.5,55.8,0,17163
170,U. of Chicago/Midway,2001-03-01T00:00:00.000,237.9,0,0,5233
171,U. of Chicago/Hyde Park,2001-03-01T00:00:00.000,948.2,312.5,253.2,23436
172,U. of Chicago/Kenwood,2001-03-01T00:00:00.000,982.4,76.3,62.6,22245
173,U. of Chicago/Lakeview Express,2001-03-01T00:00:00.000,206.2,243,124.1,6247
201,Central/Ridge,2001-03-01T00:00:00.000,1413.8,642.2,282.5,35445
202,Main/Emerson,2001-03-01T00:00:00.000,494.3,0,0,10875
203,Ridge/Grant,2001-03-01T00:00:00.000,1700.7,0,0,37416
204,Dodge,2001-03-01T00:00:00.000,1690.8,0,0,37197
1,Indiana/Hyde Park,2001-04-01T00:00:00.000,6875.1,0,0,144377
2,Hyde Park Express,2001-04-01T00:00:00.000,809.2,0,0,16993
3,King Drive,2001-04-01T00:00:00.000,21917.1,15266.7,9533.3,568992
4,Cottage Grove,2001-04-01T00:00:00.000,24309.3,18608.4,11762.3,643740
6,Jackson Park Express,2001-04-01T00:00:00.000,18238.5,12655.7,7509.4,471177
7,Harrison,2001-04-01T00:00:00.000,5292.7,0,0,111146
8,Halsted,2001-04-01T00:00:00.000,19911.5,13060,9281.7,516791
8A,South Halsted,2001-04-01T00:00:00.000,3170.6,2962.7,1721.4,87040
9,Ashland,2001-04-01T00:00:00.000,31136.2,24477.5,16494.1,834240
10,Museum of S & I,2001-04-01T00:00:00.000,0,926.8,441.1,5913
11,Lincoln/Sedgwick,2001-04-01T00:00:00.000,3794.3,1926,1211.3,93440
12,Roosevelt,2001-04-01T00:00:00.000,10568.6,7308,5694.7,279647
14,Jeffery Express,2001-04-01T00:00:00.000,9725.6,0,0,204237
17,Westchester,2001-04-01T00:00:00.000,648.9,0,0,13626
18,16th/18th,2001-04-01T00:00:00.000,1685.9,1003.6,732.2,43079
19,United Center Express,2001-04-01T00:00:00.000,466.2,860.7,305.9,4109
20,Madison,2001-04-01T00:00:00.000,21244.5,13722.4,9045.4,546252
21,Cermak,2001-04-01T00:00:00.000,7623.9,8625,6465.1,226926
X21,Cermak Express,2001-04-01T00:00:00.000,0,711.7,317.1,3721
22,Clark,2001-04-01T00:00:00.000,22428.9,16670.5,11831.8,596848
24,Wentworth,2001-04-01T00:00:00.000,4317.6,0,0,90671
25,West Cermak,2001-04-01T00:00:00.000,476.1,0,0,9999
27,South Deering,2001-04-01T00:00:00.000,5650.2,3771.7,2458.6,146033
28,Stony Island,2001-04-01T00:00:00.000,12183.6,9465,5794.3,322687
29,State,2001-04-01T00:00:00.000,17241.6,13254.5,9303.4,461607
30,South Chicago,2001-04-01T00:00:00.000,3837.4,2288.4,704.2,93261
33,Mag Mile Express,2001-04-01T00:00:00.000,623,0,0,13083
34,South Michigan,2001-04-01T00:00:00.000,7830.2,6515.1,3991.8,210454
35,35th,2001-04-01T00:00:00.000,6111.6,3698,2485.4,155563
36,Broadway,2001-04-01T00:00:00.000,15016.9,13780.9,9602.4,418491
37,Sedgwick,2001-04-01T00:00:00.000,2487,0,0,52227
39,Pershing,2001-04-01T00:00:00.000,2230.3,0,0,46837
43,43rd,2001-04-01T00:00:00.000,1237.9,549.7,355.7,29973
44,Wallace-Racine,2001-04-01T00:00:00.000,6475.3,3104.4,1669.7,156748
47,47th,2001-04-01T00:00:00.000,8463.6,6425.6,3854.5,222711
48,South Damen,2001-04-01T00:00:00.000,1101.5,0,0,23132
49,Western,2001-04-01T00:00:00.000,24154.8,20457,13436.6,656261
49A,South Western,2001-04-01T00:00:00.000,394.9,0,0,8292
49B,North Western,2001-04-01T00:00:00.000,5123.2,3695.2,2365.4,134195
X49,Western Express,2001-04-01T00:00:00.000,5310.4,0,0,111517
50,Damen,2001-04-01T00:00:00.000,8866.3,5062.4,2997.4,221429
51,51st,2001-04-01T00:00:00.000,4854.8,4742.8,2370.7,132776
52,Kedzie/California,2001-04-01T00:00:00.000,12301.4,8886.6,6120.1,324477
52A,South Kedzie,2001-04-01T00:00:00.000,6568.3,3799,2381.5,165038
53,Pulaski,2001-04-01T00:00:00.000,20936.2,14585.9,10170.6,548856
53A,South Pulaski,2001-04-01T00:00:00.000,9133.8,3395.1,1740.3,214091
54,Cicero,2001-04-01T00:00:00.000,12839.5,9410.9,6890.2,341724
54A,North Cicero/Skokie Blvd.,2001-04-01T00:00:00.000,1332.3,0,0,27979
54B,South Cicero,2001-04-01T00:00:00.000,4991.5,5094.7,2511.7,137759
55,Garfield,2001-04-01T00:00:00.000,13511.7,9943,7514.6,361091
55N,55th/Narragansett,2001-04-01T00:00:00.000,995,128.3,0,21408
56,Milwaukee,2001-04-01T00:00:00.000,15910.2,10032.7,7379.1,411141
56A,North Milwaukee,2001-04-01T00:00:00.000,657.9,0,0,13816
57,Laramie,2001-04-01T00:00:00.000,2938.4,1512.5,689.9,71205
59,59th/61st,2001-04-01T00:00:00.000,4436.6,2307.4,0,102399
60,Blue Island/26th,2001-04-01T00:00:00.000,15104.8,11153.2,7769.3,400659
62,Archer,2001-04-01T00:00:00.000,15266.9,7784.5,5453.1,379009
62H,Archer/Harlem,2001-04-01T00:00:00.000,1396.1,631.2,0,31844
63,63rd,2001-04-01T00:00:00.000,21416.6,17317.6,12930.8,583672
63W,West 63rd,2001-04-01T00:00:00.000,2293.3,878.4,404.8,53696
64,Foster-Canfield,2001-04-01T00:00:00.000,243.4,0,0,5112
65,Grand,2001-04-01T00:00:00.000,6767.4,4029.3,2228.3,169373
66,Chicago,2001-04-01T00:00:00.000,21052.5,15487.3,9553.9,551821
67,67th-69th-71st,2001-04-01T00:00:00.000,14450.2,10065,7471.6,381072
68,Northwest Highway,2001-04-01T00:00:00.000,1716,794.7,318.2,40805
69,Cumberland/East River,2001-04-01T00:00:00.000,393.4,0,0,8262
70,Division,2001-04-01T00:00:00.000,10961.1,8141.3,5758.9,291542
71,71st/South Shore,2001-04-01T00:00:00.000,7150.3,5803.4,3558.3,191162
72,North,2001-04-01T00:00:00.000,15970.2,11519.9,8339.9,423154
73,Armitage,2001-04-01T00:00:00.000,5350.8,2348,1617.3,129844
74,Fullerton,2001-04-01T00:00:00.000,12500.6,10971.2,7056.8,341681
75,74th-75th,2001-04-01T00:00:00.000,6804.6,5703.4,3832.6,184874
76,Diversey,2001-04-01T00:00:00.000,14598.5,8769.4,5583.1,369563
77,Belmont,2001-04-01T00:00:00.000,20291.7,13678,9374.7,527712
78,Montrose,2001-04-01T00:00:00.000,9323.1,6384.2,3821.1,240427
79,79th,2001-04-01T00:00:00.000,31499.9,24764.6,16940.5,845259
80,Irving Park,2001-04-01T00:00:00.000,12655.2,9169.1,6194.3,333407
81,Lawrence,2001-04-01T00:00:00.000,15459.7,12902.1,8943.3,420979
81W,West Lawrence,2001-04-01T00:00:00.000,1535.7,911.9,362.2,37709
82,Kimball-Homan,2001-04-01T00:00:00.000,20346.4,13874.5,8297.1,524259
84,Peterson,2001-04-01T00:00:00.000,4313,2783.4,1395.9,108687
85,Central,2001-04-01T00:00:00.000,13056,8761.3,5552.8,336985
85A,North Central,2001-04-01T00:00:00.000,767.4,68.5,0,16390
86,Narragansett/Ridgeland,2001-04-01T00:00:00.000,1632.8,0,0,34288
87,87th,2001-04-01T00:00:00.000,16133.1,10908.4,6068.6,412772
88,Higgins,2001-04-01T00:00:00.000,1701.3,749.7,624.6,41849
90,Harlem,2001-04-01T00:00:00.000,3804.7,3134.3,1455,99712
90N,North Harlem,2001-04-01T00:00:00.000,404.6,154.6,0,9114
91,Austin,2001-04-01T00:00:00.000,8288.6,4389.1,2601.5,204625
92,Foster,2001-04-01T00:00:00.000,7459.4,4526.3,2728.1,188392
93,California/Dodge,2001-04-01T00:00:00.000,2120.8,970.5,0,48419
94,South California,2001-04-01T00:00:00.000,10711.3,4961.7,2758.7,258577
95E,93rd-95th,2001-04-01T00:00:00.000,5712.1,4554.7,3175.5,154050
95W,West 95th,2001-04-01T00:00:00.000,5229.4,4499.5,2596.9,140800
96,Lunt,2001-04-01T00:00:00.000,1176.1,0,0,24698
97,Skokie,2001-04-01T00:00:00.000,3687.8,2440.6,1364.8,94029
100,Jeffery Manor Express,2001-04-01T00:00:00.000,1120.6,0,0,23532
103,West 103rd,2001-04-01T00:00:00.000,3412.3,1936,1170.9,85256
106,East 103rd,2001-04-01T00:00:00.000,2142.9,632.6,479.7,49929
108,Halsted/95th,2001-04-01T00:00:00.000,2957.9,0,0,62117
111,Pullman/111th/115th,2001-04-01T00:00:00.000,5973,3655.8,2227.2,151193
112,Vincennes/111th,2001-04-01T00:00:00.000,3646.4,1591.6,1145.3,88667
119,Michigan/119th,2001-04-01T00:00:00.000,5447.5,5239.8,2860.6,149661
120,Ogilvie/Wacker Express,2001-04-01T00:00:00.000,1134.8,0,0,23832
121,Union/Wacker Express,2001-04-01T00:00:00.000,1700.7,0,0,35715
122,Illinois Center/Ogilvie Express,2001-04-01T00:00:00.000,1023.2,0,0,21488
123,Illinois Center/Union Express,2001-04-01T00:00:00.000,800.8,0,0,16817
125,Water Tower Express,2001-04-01T00:00:00.000,2134.2,0,0,44818
126,Jackson,2001-04-01T00:00:00.000,10413.4,5158.8,3948.9,259062
127,Madison/Roosevelt Circulator,2001-04-01T00:00:00.000,92.3,0,0,1846
128,Soldier Field Express,2001-04-01T00:00:00.000,0,0,56.1,56
129,West Loop/South Loop,2001-04-01T00:00:00.000,888.3,0,0,18654
135,Clarendon/LaSalle Express,2001-04-01T00:00:00.000,2819.5,0,0,59210
136,Sheridan/LaSalle Express,2001-04-01T00:00:00.000,1766.3,0,0,37092
145,Wilson/Michigan Express,2001-04-01T00:00:00.000,8595.6,4070.8,2069.4,207137
146,Inner Drive/Michigan Express,2001-04-01T00:00:00.000,9845.8,6027.2,3998,250861
147,Outer Drive Express,2001-04-01T00:00:00.000,10099.8,5752.8,0,235107
151,Sheridan,2001-04-01T00:00:00.000,25247.6,16361.5,13571.5,663502
152,Addison,2001-04-01T00:00:00.000,11269,5403.4,2748.9,272006
154,Wrigley Field Express,2001-04-01T00:00:00.000,24.2,0,0,24
155,Devon,2001-04-01T00:00:00.000,7825.5,5467.2,3637.8,204394
156,LaSalle,2001-04-01T00:00:00.000,9322.1,0,0,195764
157,Streeterville/Taylor,2001-04-01T00:00:00.000,3548.9,0,0,74528
169,69th-UPS Express,2001-04-01T00:00:00.000,788.5,92,0,16927
170,U. of Chicago/Midway,2001-04-01T00:00:00.000,219.6,0,0,4611
171,U. of Chicago/Hyde Park,2001-04-01T00:00:00.000,1353.1,426.6,264.1,31442
172,U. of Chicago/Kenwood,2001-04-01T00:00:00.000,1421.1,91,87.2,30643
173,U. of Chicago/Lakeview Express,2001-04-01T00:00:00.000,202.1,308.8,134.7,6153
201,Central/Ridge,2001-04-01T00:00:00.000,1408.7,559.7,312.5,33384
202,Main/Emerson,2001-04-01T00:00:00.000,474.2,0,0,9958
203,Ridge/Grant,2001-04-01T00:00:00.000,1658.1,0,0,34820
204,Dodge,2001-04-01T00:00:00.000,1766.2,0,0,37091
1,Indiana/Hyde Park,2001-05-01T00:00:00.000,7173.2,0,0,157810
2,Hyde Park Express,2001-05-01T00:00:00.000,849.6,0,0,18692
3,King Drive,2001-05-01T00:00:00.000,22897.3,13867.4,8847.8,603448
4,Cottage Grove,2001-05-01T00:00:00.000,25153.7,17899.5,11855.1,684256
6,Jackson Park Express,2001-05-01T00:00:00.000,18822,11930.2,7097.4,497292
7,Harrison,2001-05-01T00:00:00.000,5383.4,0,0,118436
8,Halsted,2001-05-01T00:00:00.000,20071.9,12958,9308,539954
8A,South Halsted,2001-05-01T00:00:00.000,3504.6,2677.5,1907.4,97349
9,Ashland,2001-05-01T00:00:00.000,31527.4,23140.3,16473.4,868531
10,Museum of S & I,2001-05-01T00:00:00.000,568.3,827.4,758.5,8806
11,Lincoln/Sedgwick,2001-05-01T00:00:00.000,3929.1,1846.8,1099.4,99324
12,Roosevelt,2001-05-01T00:00:00.000,10895.2,6847.1,5299.5,293580
14,Jeffery Express,2001-05-01T00:00:00.000,9928.4,0,0,218425
17,Westchester,2001-05-01T00:00:00.000,595.3,0,0,13098
18,16th/18th,2001-05-01T00:00:00.000,1662.6,957.6,757.3,44194
19,United Center Express,2001-05-01T00:00:00.000,644.7,553.4,645.2,2488
20,Madison,2001-05-01T00:00:00.000,21833.1,12645.3,8259.2,572204
21,Cermak,2001-05-01T00:00:00.000,7870.9,8247.4,6404.1,238169
X21,Cermak Express,2001-05-01T00:00:00.000,0,934.1,417.5,5824
22,Clark,2001-05-01T00:00:00.000,22317.9,15832.9,12345.4,616052
24,Wentworth,2001-05-01T00:00:00.000,4909.5,0,0,108009
25,West Cermak,2001-05-01T00:00:00.000,503.2,0,0,11070
27,South Deering,2001-05-01T00:00:00.000,5912.3,3779.5,2407.6,157226
28,Stony Island,2001-05-01T00:00:00.000,13014.4,9004.5,6018.3,352427
29,State,2001-05-01T00:00:00.000,18497.2,12888.4,9255.6,504771
30,South Chicago,2001-05-01T00:00:00.000,4218.2,2184.4,688.7,104981
33,Mag Mile Express,2001-05-01T00:00:00.000,548.7,0,0,12071
34,South Michigan,2001-05-01T00:00:00.000,7993.9,5763.5,3962.7,218733
35,35th,2001-05-01T00:00:00.000,6396.5,3706.1,2367.6,167386
36,Broadway,2001-05-01T00:00:00.000,14802.7,13331.2,9196.2,424964
37,Sedgwick,2001-05-01T00:00:00.000,2502.3,0,0,55050
39,Pershing,2001-05-01T00:00:00.000,2304.8,0,0,50706
43,43rd,2001-05-01T00:00:00.000,1258.4,678.3,431.6,32557
44,Wallace-Racine,2001-05-01T00:00:00.000,6876.2,3038.4,1784,172349
47,47th,2001-05-01T00:00:00.000,8606.7,6435,3903.8,234606
48,South Damen,2001-05-01T00:00:00.000,1317.3,0,0,28980
49,Western,2001-05-01T00:00:00.000,24958.1,20202.9,13784.4,698812
49A,South Western,2001-05-01T00:00:00.000,542.4,0,0,11933
49B,North Western,2001-05-01T00:00:00.000,5513.2,4145.1,2630.7,151025
X49,Western Express,2001-05-01T00:00:00.000,6285.6,0,0,138283
50,Damen,2001-05-01T00:00:00.000,9331.4,4978.1,2955.8,239983
51,51st,2001-05-01T00:00:00.000,4899.8,4377.3,2173.5,136172
52,Kedzie/California,2001-05-01T00:00:00.000,12367.2,8532.9,6115.1,336786
52A,South Kedzie,2001-05-01T00:00:00.000,6852.9,3700.3,2340.1,177265
53,Pulaski,2001-05-01T00:00:00.000,21571.9,15466.7,10179.9,587347
53A,South Pulaski,2001-05-01T00:00:00.000,10040.4,3637.5,1920.9,245042
54,Cicero,2001-05-01T00:00:00.000,13262.5,10154.7,6874,366764
54A,North Cicero/Skokie Blvd.,2001-05-01T00:00:00.000,1345.4,0,0,29599
54B,South Cicero,2001-05-01T00:00:00.000,5353.2,5226.4,2924.3,153297
55,Garfield,2001-05-01T00:00:00.000,13713.3,9922.6,7810.6,380435
55N,55th/Narragansett,2001-05-01T00:00:00.000,1110.8,156.7,0,25065
56,Milwaukee,2001-05-01T00:00:00.000,16146.4,10381.5,7679.6,435144
56A,North Milwaukee,2001-05-01T00:00:00.000,614.1,0,0,13510
57,Laramie,2001-05-01T00:00:00.000,3056.1,1858.4,679.6,78067
59,59th/61st,2001-05-01T00:00:00.000,4638.7,2185.1,0,110791
60,Blue Island/26th,2001-05-01T00:00:00.000,14991.3,11780.6,7904.4,416452
62,Archer,2001-05-01T00:00:00.000,15832.5,7928.5,5637.4,408215
62H,Archer/Harlem,2001-05-01T00:00:00.000,1499.9,689.6,0,35757
63,63rd,2001-05-01T00:00:00.000,22321.4,16388.7,12024.7,616748
63W,West 63rd,2001-05-01T00:00:00.000,2360.2,788.8,418.8,57173
64,Foster-Canfield,2001-05-01T00:00:00.000,301.5,0,0,6632
65,Grand,2001-05-01T00:00:00.000,7407.7,3526.9,2650.9,190331
66,Chicago,2001-05-01T00:00:00.000,21910.9,14683.2,9651.9,589031
67,67th-69th-71st,2001-05-01T00:00:00.000,15016.7,9798.4,7325.1,406186
68,Northwest Highway,2001-05-01T00:00:00.000,1761,705.1,335,43237
69,Cumberland/East River,2001-05-01T00:00:00.000,424.4,0,0,9337
70,Division,2001-05-01T00:00:00.000,11697.7,7493.5,5454.3,314594
71,71st/South Shore,2001-05-01T00:00:00.000,7542.4,6153.6,3756,209328
72,North,2001-05-01T00:00:00.000,16370.8,11599.8,8791.2,450512
73,Armitage,2001-05-01T00:00:00.000,5579.2,2705.1,1656.5,141845
74,Fullerton,2001-05-01T00:00:00.000,13108.9,10175.4,7281.5,365505
75,74th-75th,2001-05-01T00:00:00.000,7405,5264.1,3601.9,201975
76,Diversey,2001-05-01T00:00:00.000,14715.3,7800.4,5721.2,383544
77,Belmont,2001-05-01T00:00:00.000,21077.8,14291.7,9964.9,570703
78,Montrose,2001-05-01T00:00:00.000,9598.7,5756.4,3851.4,253454
79,79th,2001-05-01T00:00:00.000,33158,25487.7,17141.1,917132
80,Irving Park,2001-05-01T00:00:00.000,12731,8674.6,6474.9,347155
81,Lawrence,2001-05-01T00:00:00.000,15306.5,13044.9,9133,434588
81W,West Lawrence,2001-05-01T00:00:00.000,1499.8,776.2,438.4,38291
82,Kimball-Homan,2001-05-01T00:00:00.000,21367.3,12764.6,8191.5,562097
84,Peterson,2001-05-01T00:00:00.000,4650.9,2364.2,1660.2,120078
85,Central,2001-05-01T00:00:00.000,13748.3,7961.2,5551,362062
85A,North Central,2001-05-01T00:00:00.000,876.2,192.8,0,20048
86,Narragansett/Ridgeland,2001-05-01T00:00:00.000,1718.1,0,0,37799
87,87th,2001-05-01T00:00:00.000,17343.6,9946.1,6030.9,451499
88,Higgins,2001-05-01T00:00:00.000,1820.3,764.5,841.8,47313
90,Harlem,2001-05-01T00:00:00.000,3689.8,3033.9,1705,101837
90N,North Harlem,2001-05-01T00:00:00.000,361.7,267.3,0,9028
91,Austin,2001-05-01T00:00:00.000,8871.1,4607,2504.1,226113
92,Foster,2001-05-01T00:00:00.000,7772.8,4222,2692.7,201353
93,California/Dodge,2001-05-01T00:00:00.000,2224.9,1003.8,0,52962
94,South California,2001-05-01T00:00:00.000,10933.9,4721.2,2852.6,273694
95E,93rd-95th,2001-05-01T00:00:00.000,5820.6,4679.9,3332.3,163434
95W,West 95th,2001-05-01T00:00:00.000,5144.4,4634.2,2845.8,145943
96,Lunt,2001-05-01T00:00:00.000,1254.1,0,0,27591
97,Skokie,2001-05-01T00:00:00.000,3749,2353.7,1499.9,99393
100,Jeffery Manor Express,2001-05-01T00:00:00.000,1192,0,0,26223
103,West 103rd,2001-05-01T00:00:00.000,3876.8,1752.1,1134.4,97971
106,East 103rd,2001-05-01T00:00:00.000,2176.4,608.6,421.2,52420
108,Halsted/95th,2001-05-01T00:00:00.000,3179.2,0,0,69943
111,Pullman/111th/115th,2001-05-01T00:00:00.000,6315.8,3606,2203.5,164388
112,Vincennes/111th,2001-05-01T00:00:00.000,4084.9,1588.9,1112.2,101784
119,Michigan/119th,2001-05-01T00:00:00.000,5823.1,4874.2,2609.1,160649
120,Ogilvie/Wacker Express,2001-05-01T00:00:00.000,1030.1,0,0,22663
121,Union/Wacker Express,2001-05-01T00:00:00.000,1787.5,0,0,39324
122,Illinois Center/Ogilvie Express,2001-05-01T00:00:00.000,986,0,0,21693
123,Illinois Center/Union Express,2001-05-01T00:00:00.000,820.7,0,0,18055
124,Navy Pier,2001-05-01T00:00:00.000,46.4,431.9,326.5,1131
125,Water Tower Express,2001-05-01T00:00:00.000,2098.6,0,0,46169
126,Jackson,2001-05-01T00:00:00.000,10846.7,4629.4,3374.7,274018
127,Madison/Roosevelt Circulator,2001-05-01T00:00:00.000,141.4,0,0,2968
129,West Loop/South Loop,2001-05-01T00:00:00.000,1021.7,0,0,22476
130,Museum Campus,2001-05-01T00:00:00.000,0,520.2,284.2,2697
135,Clarendon/LaSalle Express,2001-05-01T00:00:00.000,2966.8,0,0,65270
136,Sheridan/LaSalle Express,2001-05-01T00:00:00.000,1790.4,0,0,39389
145,Wilson/Michigan Express,2001-05-01T00:00:00.000,8467.8,3858.5,2119.8,212324
146,Inner Drive/Michigan Express,2001-05-01T00:00:00.000,9743.1,6205.8,4159.7,259970
147,Outer Drive Express,2001-05-01T00:00:00.000,10273.8,5474.1,0,247921
151,Sheridan,2001-05-01T00:00:00.000,24704.2,15981.8,14552,680179
152,Addison,2001-05-01T00:00:00.000,12736.5,6025.8,3530.9,321961
154,Wrigley Field Express,2001-05-01T00:00:00.000,90.7,0,0,454
155,Devon,2001-05-01T00:00:00.000,7930.6,5544.1,3720,215250
156,LaSalle,2001-05-01T00:00:00.000,9259.3,0,0,203704
157,Streeterville/Taylor,2001-05-01T00:00:00.000,3160.1,0,0,69523
169,69th-UPS Express,2001-05-01T00:00:00.000,836.6,81,0,18729
170,U. of Chicago/Midway,2001-05-01T00:00:00.000,221.2,0,0,4867
171,U. of Chicago/Hyde Park,2001-05-01T00:00:00.000,1404.8,320,333.4,33852
172,U. of Chicago/Kenwood,2001-05-01T00:00:00.000,1400,124.7,136.2,31979
173,U. of Chicago/Lakeview Express,2001-05-01T00:00:00.000,197.3,273.4,141.3,6141
201,Central/Ridge,2001-05-01T00:00:00.000,1606.3,673.2,337.4,39718
202,Main/Emerson,2001-05-01T00:00:00.000,474.9,0,0,10448
203,Ridge/Grant,2001-05-01T00:00:00.000,1645.6,0,0,36203
204,Dodge,2001-05-01T00:00:00.000,1942.1,0,0,42725
1,Indiana/Hyde Park,2001-06-01T00:00:00.000,6521.4,0,0,136949
2,Hyde Park Express,2001-06-01T00:00:00.000,917.2,0,0,19261
3,King Drive,2001-06-01T00:00:00.000,22031.4,15360,10812.1,582709
4,Cottage Grove,2001-06-01T00:00:00.000,23819.6,19495.1,13224.1,650584
6,Jackson Park Express,2001-06-01T00:00:00.000,16417.2,12662.6,8230.2,440995
7,Harrison,2001-06-01T00:00:00.000,5282.1,0,0,110925
8,Halsted,2001-06-01T00:00:00.000,19407.2,15289.9,10456.5,525826
8A,South Halsted,2001-06-01T00:00:00.000,3193.2,2983,1856.2,89397
9,Ashland,2001-06-01T00:00:00.000,30041,25867.2,17854.1,831613
10,Museum of S & I,2001-06-01T00:00:00.000,677.2,1003.4,734.8,22177
11,Lincoln/Sedgwick,2001-06-01T00:00:00.000,3612.3,1905.8,1105.1,89807
12,Roosevelt,2001-06-01T00:00:00.000,10589.9,7118.1,5260.7,279021
14,Jeffery Express,2001-06-01T00:00:00.000,9377.7,0,0,196932
17,Westchester,2001-06-01T00:00:00.000,508.6,0,0,10680
18,16th/18th,2001-06-01T00:00:00.000,1475.6,921.8,645.5,38179
19,United Center Express,2001-06-01T00:00:00.000,321.5,0,0,322
20,Madison,2001-06-01T00:00:00.000,21287.2,13857.4,8778.6,551433
21,Cermak,2001-06-01T00:00:00.000,8077.5,9218.2,5599.9,238118
X21,Cermak Express,2001-06-01T00:00:00.000,0,519.6,492.1,4566
22,Clark,2001-06-01T00:00:00.000,21811.5,15627.9,12294.7,585360
24,Wentworth,2001-06-01T00:00:00.000,3842.5,0,0,80693
25,West Cermak,2001-06-01T00:00:00.000,408.1,0,0,8569
27,South Deering,2001-06-01T00:00:00.000,6037.3,3709.7,3113.5,157786
28,Stony Island,2001-06-01T00:00:00.000,11946.6,10372.6,6984.7,330681
29,State,2001-06-01T00:00:00.000,18214.4,14766.3,10531.8,498462
30,South Chicago,2001-06-01T00:00:00.000,3503.1,2206.6,780.1,87718
33,Mag Mile Express,2001-06-01T00:00:00.000,836.2,0,0,17561
34,South Michigan,2001-06-01T00:00:00.000,7549.8,5968,4796.8,207572
35,35th,2001-06-01T00:00:00.000,6261.7,3880,2266.3,159961
36,Broadway,2001-06-01T00:00:00.000,15599.8,14534.4,9827.1,439577
37,Sedgwick,2001-06-01T00:00:00.000,2234.7,0,0,46928
39,Pershing,2001-06-01T00:00:00.000,2248,0,0,47208
43,43rd,2001-06-01T00:00:00.000,1249.2,621.2,465.8,31203
44,Wallace-Racine,2001-06-01T00:00:00.000,6078.3,2864.4,1957.6,149798
47,47th,2001-06-01T00:00:00.000,8267.6,6574.9,4077.5,222804
48,South Damen,2001-06-01T00:00:00.000,854.6,0,0,17947
49,Western,2001-06-01T00:00:00.000,23622.9,20938.9,14733,659708
49A,South Western,2001-06-01T00:00:00.000,477.1,0,0,10019
49B,North Western,2001-06-01T00:00:00.000,5208.7,3622.1,2532.3,137623
X49,Western Express,2001-06-01T00:00:00.000,5828.4,0,0,122396
50,Damen,2001-06-01T00:00:00.000,8474.2,5045.6,2835.2,214526
51,51st,2001-06-01T00:00:00.000,4392.4,4447.4,2488.3,124431
52,Kedzie/California,2001-06-01T00:00:00.000,12112.5,8640.7,5719.5,320443
52A,South Kedzie,2001-06-01T00:00:00.000,6408.6,4261.3,2192.9,164660
53,Pulaski,2001-06-01T00:00:00.000,20469,16344.8,10570.7,553855
53A,South Pulaski,2001-06-01T00:00:00.000,8399.1,3399.1,2089.2,201734
54,Cicero,2001-06-01T00:00:00.000,12757.8,10713.9,7338.7,350837
54A,North Cicero/Skokie Blvd.,2001-06-01T00:00:00.000,1341.1,0,0,28164
