route,routename,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal
95W,West 95th,2001-11-01T00:00:00.000,4894,4318.1,2709.8,133596
96,Lunt,2001-11-01T00:00:00.000,1401.4,0,0,29430
97,Skokie,2001-11-01T00:00:00.000,3799.4,2375.4,1327.9,95929
100,Jeffery Manor Express,2001-11-01T00:00:00.000,1359.7,0,0,28554
103,West 103rd,2001-11-01T00:00:00.000,3941.7,1807.6,1155.6,95784
106,East 103rd,2001-11-01T00:00:00.000,2863.2,695.1,421.9,65017
108,Halsted/95th,2001-11-01T00:00:00.000,3029.6,0,0,63621
111,Pullman/111th/115th,2001-11-01T00:00:00.000,6175.7,3774.7,2095.7,155268
112,Vincennes/111th,2001-11-01T00:00:00.000,3863.2,1432.7,1182.4,92769
119,Michigan/119th,2001-11-01T00:00:00.000,4914.6,5203,3044.6,139241
120,Ogilvie/Wacker Express,2001-11-01T00:00:00.000,838.8,0,0,17614
121,Union/Wacker Express,2001-11-01T00:00:00.000,1528.4,0,0,32096
122,Illinois Center/Ogilvie Express,2001-11-01T00:00:00.000,1127,0,0,23667
123,Illinois Center/Union Express,2001-11-01T00:00:00.000,780.7,0,0,16395
125,Water Tower Express,2001-11-01T00:00:00.000,2722.7,0,0,57177
126,Jackson,2001-11-01T00:00:00.000,9721.2,5039.3,2983,239217
127,Madison/Roosevelt Circulator,2001-11-01T00:00:00.000,173.2,0,0,3638
128,Soldier Field Express,2001-11-01T00:00:00.000,0,0,2209.5,4419
129,West Loop/South Loop,2001-11-01T00:00:00.000,639.7,0,0,13433
135,Clarendon/LaSalle Express,2001-11-01T00:00:00.000,3161.7,0,0,66396
136,Sheridan/LaSalle Express,2001-11-01T00:00:00.000,1894.6,0,0,39786
145,Wilson/Michigan Express,2001-11-01T00:00:00.000,7621.7,4145.9,2154.7,187412
146,Inner Drive/Michigan Express,2001-11-01T00:00:00.000,9114.8,5879.9,4932.6,239594
147,Outer Drive Express,2001-11-01T00:00:00.000,9373,6220.6,0,221716
151,Sheridan,2001-11-01T00:00:00.000,24195.9,15102.2,11902.5,628034
152,Addison,2001-11-01T00:00:00.000,10726.6,4574.4,2373.4,255423
155,Devon,2001-11-01T00:00:00.000,7502.5,5249.2,3389.7,195498
156,LaSalle,2001-11-01T00:00:00.000,7983.9,0,0,167663
157,Streeterville/Taylor,2001-11-01T00:00:00.000,3007.6,0,0,63160
168,UIC-Pilsen Express,2001-11-01T00:00:00.000,20.8,0,0,42
169,69th-UPS Express,2001-11-01T00:00:00.000,901.6,187.5,146.6,19830
170,U. of Chicago/Midway,2001-11-01T00:00:00.000,220.5,0,0,4630
171,U. of Chicago/Hyde Park,2001-11-01T00:00:00.000,1250.9,390.1,506.6,30363
172,U. of Chicago/Kenwood,2001-11-01T00:00:00.000,1379.4,103.2,70.3,29731
173,U. of Chicago/Lakeview Express,2001-11-01T00:00:00.000,238.3,451.1,192.7,7773
201,Central/Ridge,2001-11-01T00:00:00.000,1462,517.3,257.6,34060
202,Main/Emerson,2001-11-01T00:00:00.000,434.3,0,0,9120
203,Ridge/Grant,2001-11-01T00:00:00.000,1519.6,0,0,31911
204,Dodge,2001-11-01T00:00:00.000,1777.6,0,0,37330
7,Harrison,2001-12-01T00:00:00.000,4980.8,0,0,99616
1,Indiana/Hyde Park,2001-12-01T00:00:00.000,7399.1,0,0,147981
2,Hyde Park Express,2001-12-01T00:00:00.000,923,0,0,18461
3,King Drive,2001-12-01T00:00:00.000,21575.8,15419.5,9060,562974
4,Cottage Grove,2001-12-01T00:00:00.000,22077.2,17928.3,10571.1,594612
6,Jackson Park Express,2001-12-01T00:00:00.000,17299.9,12457.9,6546.8,447569
8,Halsted,2001-12-01T00:00:00.000,18464,12361.4,8435.8,481702
8A,South Halsted,2001-12-01T00:00:00.000,3218.4,2818.1,1563.3,87838
9,Ashland,2001-12-01T00:00:00.000,29220.5,23764.9,15375.8,795490
10,Museum of S & I,2001-12-01T00:00:00.000,0,801.2,434.6,6614
11,Lincoln/Sedgwick,2001-12-01T00:00:00.000,3186.7,1646.1,780.8,76649
12,Roosevelt,2001-12-01T00:00:00.000,9402.9,6683.5,4901.2,250882
14,Jeffery Express,2001-12-01T00:00:00.000,8989.8,0,0,179795
17,Westchester,2001-12-01T00:00:00.000,641.2,0,0,12824
18,16th/18th,2001-12-01T00:00:00.000,1558.7,861.3,422.7,38017
19,United Center Express,2001-12-01T00:00:00.000,313.2,538.3,317,6458
20,Madison,2001-12-01T00:00:00.000,23364.6,14025,7742.1,583869
21,Cermak,2001-12-01T00:00:00.000,6960.8,9431.3,5119.1,217087
X21,Cermak Express,2001-12-01T00:00:00.000,0,558.5,470.9,5618
22,Clark,2001-12-01T00:00:00.000,19859.2,14111.7,9462.2,524516
24,Wentworth,2001-12-01T00:00:00.000,4314.7,0,0,86293
25,West Cermak,2001-12-01T00:00:00.000,460.7,0,0,9215
27,South Deering,2001-12-01T00:00:00.000,5140.7,3537.2,2387,134822
28,Stony Island,2001-12-01T00:00:00.000,12642.6,8873.5,5642.2,331073
29,State,2001-12-01T00:00:00.000,17229.6,13688.8,8307.1,462879
30,South Chicago,2001-12-01T00:00:00.000,3608.8,2031,658.4,86281
33,Mag Mile Express,2001-12-01T00:00:00.000,603.2,0,0,12065
34,South Michigan,2001-12-01T00:00:00.000,8180.5,5449,3566.4,212254
35,35th,2001-12-01T00:00:00.000,5933.8,3176.4,1787,145280
36,Broadway,2001-12-01T00:00:00.000,13957.4,13639.5,8497.6,398332
37,Sedgwick,2001-12-01T00:00:00.000,2206.1,0,0,44122
39,Pershing,2001-12-01T00:00:00.000,1924.9,0,0,38498
43,43rd,2001-12-01T00:00:00.000,1179.4,698.2,290.7,28823
44,Wallace-Racine,2001-12-01T00:00:00.000,5922.4,2538.6,1518,140249
47,47th,2001-12-01T00:00:00.000,8241.4,6172.1,3794.2,218453
48,South Damen,2001-12-01T00:00:00.000,1011.1,0,0,20222
49,Western,2001-12-01T00:00:00.000,22753.9,19526.2,11933.8,624311
49A,South Western,2001-12-01T00:00:00.000,629.6,0,0,12591
49B,North Western,2001-12-01T00:00:00.000,4794.2,2968.1,2457.6,125469
X49,Western Express,2001-12-01T00:00:00.000,5429.6,0,0,108592
50,Damen,2001-12-01T00:00:00.000,8060.4,3967.5,2418.6,195556
51,51st,2001-12-01T00:00:00.000,4645.7,4024.6,2172.2,126070
52,Kedzie/California,2001-12-01T00:00:00.000,10764.3,7633,5368.1,285660
52A,South Kedzie,2001-12-01T00:00:00.000,6451.1,3936.9,1835.3,159719
53,Pulaski,2001-12-01T00:00:00.000,20301.2,15328.8,9307.3,538511
53A,South Pulaski,2001-12-01T00:00:00.000,8898.5,3083.2,1588.8,202919
54,Cicero,2001-12-01T00:00:00.000,11908.2,10193.5,6099.1,325727
54A,North Cicero/Skokie Blvd.,2001-12-01T00:00:00.000,1145.6,0,0,22912
54B,South Cicero,2001-12-01T00:00:00.000,4781.5,4838.4,2609,135476
55,Garfield,2001-12-01T00:00:00.000,12878.8,9413.3,6317.5,342548
55N,55th/Narragansett,2001-12-01T00:00:00.000,1008.2,177.5,0,21051
56,Milwaukee,2001-12-01T00:00:00.000,13445.9,9472.3,6045.8,352555
56A,North Milwaukee,2001-12-01T00:00:00.000,607.6,0,0,12152
57,Laramie,2001-12-01T00:00:00.000,2805.2,1563.6,552.3,67235
59,59th/61st,2001-12-01T00:00:00.000,4054.5,2198.3,0,92082
60,Blue Island/26th,2001-12-01T00:00:00.000,12788.2,9602.6,6523.1,342916
62,Archer,2001-12-01T00:00:00.000,14770.9,7881.8,4443.6,361489
62H,Archer/Harlem,2001-12-01T00:00:00.000,1237.6,623.4,0,27869
63,63rd,2001-12-01T00:00:00.000,20765.9,16462,11277.4,565292
63W,West 63rd,2001-12-01T00:00:00.000,2073.2,758.3,438.5,47886
64,Foster-Canfield,2001-12-01T00:00:00.000,173.9,0,0,3478
65,Grand,2001-12-01T00:00:00.000,6123.1,3787.3,1624.8,151148
66,Chicago,2001-12-01T00:00:00.000,20994.7,13591.4,8361.4,538020
67,67th-69th-71st,2001-12-01T00:00:00.000,13319.7,9911.9,6699.2,356149
68,Northwest Highway,2001-12-01T00:00:00.000,1518.3,528.8,211.4,34278
69,Cumberland/East River,2001-12-01T00:00:00.000,380.8,0,0,7615
70,Division,2001-12-01T00:00:00.000,10558,8429.4,5363.4,285488
71,71st/South Shore,2001-12-01T00:00:00.000,7523.9,5756.5,3616.3,200957
72,North,2001-12-01T00:00:00.000,15425.2,11327.4,7136.1,407956
73,Armitage,2001-12-01T00:00:00.000,4582.8,2334.2,1196.6,110507
74,Fullerton,2001-12-01T00:00:00.000,12235.1,9770.2,6151.5,330463
75,74th-75th,2001-12-01T00:00:00.000,7458,5029.6,3304.4,194135
76,Diversey,2001-12-01T00:00:00.000,12259.7,7145.3,5003.4,310941
77,Belmont,2001-12-01T00:00:00.000,18713.5,12594.4,7692.6,483398
78,Montrose,2001-12-01T00:00:00.000,8153.5,5697.2,3371.8,211787
79,79th,2001-12-01T00:00:00.000,32853.9,25161.8,16929.2,884462
80,Irving Park,2001-12-01T00:00:00.000,11304,8736.1,5142.4,300615
81,Lawrence,2001-12-01T00:00:00.000,13969.8,10614.5,7219,375782
81W,West Lawrence,2001-12-01T00:00:00.000,1467.2,936.6,279.1,35701
82,Kimball-Homan,2001-12-01T00:00:00.000,18234.6,11809.1,6922.2,465271
84,Peterson,2001-12-01T00:00:00.000,3760.6,1895,908,90135
85,Central,2001-12-01T00:00:00.000,12007.1,7727.4,5109.1,309433
85A,North Central,2001-12-01T00:00:00.000,774.7,155.2,0,16270
86,Narragansett/Ridgeland,2001-12-01T00:00:00.000,1781.8,0,0,35637
87,87th,2001-12-01T00:00:00.000,15684.6,10450.7,5769.4,400562
88,Higgins,2001-12-01T00:00:00.000,1556.2,674.3,434.9,37105
90,Harlem,2001-12-01T00:00:00.000,3900.6,3146.2,1595.3,103314
90N,North Harlem,2001-12-01T00:00:00.000,351,247.5,0,8258
91,Austin,2001-12-01T00:00:00.000,7546,4147.5,1979.1,183532
92,Foster,2001-12-01T00:00:00.000,7034.2,3874.7,2449.8,174758
93,California/Dodge,2001-12-01T00:00:00.000,2133.5,1057.2,0,47955
94,South California,2001-12-01T00:00:00.000,9753.5,4746.9,3011.5,236873
95E,93rd-95th,2001-12-01T00:00:00.000,6029.6,4439.6,2843.2,159850
95W,West 95th,2001-12-01T00:00:00.000,5001.6,4954.7,2948.6,142497
96,Lunt,2001-12-01T00:00:00.000,1268,0,0,25361
97,Skokie,2001-12-01T00:00:00.000,3505.3,2142.2,1266.5,88416
100,Jeffery Manor Express,2001-12-01T00:00:00.000,1126.8,0,0,22537
103,West 103rd,2001-12-01T00:00:00.000,3713.5,1592.3,1048.7,88524
106,East 103rd,2001-12-01T00:00:00.000,2248,563.7,455.9,50514
108,Halsted/95th,2001-12-01T00:00:00.000,2730.1,0,0,54602
111,Pullman/111th/115th,2001-12-01T00:00:00.000,5675.8,3241.8,1899.9,141123
112,Vincennes/111th,2001-12-01T00:00:00.000,3516.8,1345.3,900,82462
119,Michigan/119th,2001-12-01T00:00:00.000,4494,4278.6,2838.6,128306
120,Ogilvie/Wacker Express,2001-12-01T00:00:00.000,760.2,0,0,15204
121,Union/Wacker Express,2001-12-01T00:00:00.000,1341.3,0,0,26825
122,Illinois Center/Ogilvie Express,2001-12-01T00:00:00.000,982.4,0,0,19648
123,Illinois Center/Union Express,2001-12-01T00:00:00.000,845.7,0,0,16914
124,Navy Pier,2001-12-01T00:00:00.000,115.8,0,0,116
125,Water Tower Express,2001-12-01T00:00:00.000,2055.9,0,0,41118
126,Jackson,2001-12-01T00:00:00.000,8839.3,4390.2,2774.1,215381
127,Madison/Roosevelt Circulator,2001-12-01T00:00:00.000,190.1,0,0,3802
128,Soldier Field Express,2001-12-01T00:00:00.000,0,0,2692.1,5384
129,West Loop/South Loop,2001-12-01T00:00:00.000,655.1,0,0,13101
135,Clarendon/LaSalle Express,2001-12-01T00:00:00.000,2892.9,0,0,57858
136,Sheridan/LaSalle Express,2001-12-01T00:00:00.000,1682,0,0,33640
145,Wilson/Michigan Express,2001-12-01T00:00:00.000,7215.6,3664.4,1781.2,173320
146,Inner Drive/Michigan Express,2001-12-01T00:00:00.000,9064.6,5509.6,3846.3,231918
147,Outer Drive Express,2001-12-01T00:00:00.000,8624.5,5756.2,0,201272
151,Sheridan,2001-12-01T00:00:00.000,22348.2,15654.2,11673.1,595273
152,Addison,2001-12-01T00:00:00.000,9493.1,4283.7,1850.8,222384
155,Devon,2001-12-01T00:00:00.000,6958.9,5248.1,3637.4,187243
156,LaSalle,2001-12-01T00:00:00.000,7327.1,0,0,146542
157,Streeterville/Taylor,2001-12-01T00:00:00.000,2860,0,0,57200
169,69th-UPS Express,2001-12-01T00:00:00.000,532.6,220.9,0,11756
170,U. of Chicago/Midway,2001-12-01T00:00:00.000,320.2,0,0,6405
171,U. of Chicago/Hyde Park,2001-12-01T00:00:00.000,436,183.4,117.4,10342
172,U. of Chicago/Kenwood,2001-12-01T00:00:00.000,476.6,93,25.4,10056
173,U. of Chicago/Lakeview Express,2001-12-01T00:00:00.000,143.2,153,129.1,4404
201,Central/Ridge,2001-12-01T00:00:00.000,1263.3,553.3,114.7,28721
202,Main/Emerson,2001-12-01T00:00:00.000,384.7,0,0,7694
203,Ridge/Grant,2001-12-01T00:00:00.000,1428.2,0,0,28564
204,Dodge,2001-12-01T00:00:00.000,1370.3,0,0,27407
1,Indiana/Hyde Park,2002-01-01T00:00:00.000,7616.1,0,0,167553
2,Hyde Park Express,2002-01-01T00:00:00.000,910.3,0,0,20026
3,King Drive,2002-01-01T00:00:00.000,22186.1,15281.2,8932.6,593881
4,Cottage Grove,2002-01-01T00:00:00.000,22116.4,17066.1,10628.4,607967
6,Jackson Park Express,2002-01-01T00:00:00.000,17788.2,12857.9,7251.8,479031
7,Harrison,2002-01-01T00:00:00.000,5271.7,0,0,115978
8,Halsted,2002-01-01T00:00:00.000,19560.2,12889.5,9082.2,527292
8A,South Halsted,2002-01-01T00:00:00.000,3326.2,2865.8,1581.6,92548
9,Ashland,2002-01-01T00:00:00.000,29609.4,23351.1,15268.2,821153
10,Museum of S & I,2002-01-01T00:00:00.000,0,491,301.1,3470
11,Lincoln/Sedgwick,2002-01-01T00:00:00.000,3166.1,1651,727.9,79898
12,Roosevelt,2002-01-01T00:00:00.000,9691.3,6434.3,5068.8,264289
14,Jeffery Express,2002-01-01T00:00:00.000,9610,0,0,211419
17,Westchester,2002-01-01T00:00:00.000,624.1,0,0,13729
18,16th/18th,2002-01-01T00:00:00.000,1610.2,713.3,444.3,40499
19,United Center Express,2002-01-01T00:00:00.000,239,408.3,318.3,5616
20,Madison,2002-01-01T00:00:00.000,23836,14965.5,8230.7,625407
21,Cermak,2002-01-01T00:00:00.000,6931.4,7478.9,4577.3,205294
X21,Cermak Express,2002-01-01T00:00:00.000,0,1326.6,648,8546
22,Clark,2002-01-01T00:00:00.000,19874.1,14242.1,10145.5,544926
24,Wentworth,2002-01-01T00:00:00.000,4507.5,0,0,99164
25,West Cermak,2002-01-01T00:00:00.000,467.6,0,0,10287
27,South Deering,2002-01-01T00:00:00.000,5397.7,3608.2,2314,144752
28,Stony Island,2002-01-01T00:00:00.000,12617.7,9406.8,5867.7,344556
29,State,2002-01-01T00:00:00.000,17747,13328,9016.1,488826
30,South Chicago,2002-01-01T00:00:00.000,3780.4,1999.2,537.8,93855
33,Mag Mile Express,2002-01-01T00:00:00.000,740.7,0,0,16296
34,South Michigan,2002-01-01T00:00:00.000,8165.1,5182.2,3177.7,216249
35,35th,2002-01-01T00:00:00.000,5905.8,3033.7,1758.6,150855
36,Broadway,2002-01-01T00:00:00.000,13261.4,13080.9,8775.4,387951
37,Sedgwick,2002-01-01T00:00:00.000,2418.5,0,0,53206
39,Pershing,2002-01-01T00:00:00.000,2160.7,0,0,47536
43,43rd,2002-01-01T00:00:00.000,1310.7,698.2,275.6,33006
44,Wallace-Racine,2002-01-01T00:00:00.000,6111.1,2671.4,1520.3,152732
47,47th,2002-01-01T00:00:00.000,8035.8,5350.6,3660.4,216492
48,South Damen,2002-01-01T00:00:00.000,1072.2,0,0,23589
49,Western,2002-01-01T00:00:00.000,23683.6,19544.8,12113,659783
49A,South Western,2002-01-01T00:00:00.000,589.7,0,0,12973
49B,North Western,2002-01-01T00:00:00.000,5117.4,2712.4,2725,137057
X49,Western Express,2002-01-01T00:00:00.000,5508.7,0,0,121191
50,Damen,2002-01-01T00:00:00.000,8445.4,3670.1,2456.9,212764
51,51st,2002-01-01T00:00:00.000,4657.3,4204.6,2235.4,130456
52,Kedzie/California,2002-01-01T00:00:00.000,10608.9,7188.8,4991.1,287107
52A,South Kedzie,2002-01-01T00:00:00.000,6528,3352.6,1870,166377
53,Pulaski,2002-01-01T00:00:00.000,20435.7,14379.1,9866.3,556433
53A,South Pulaski,2002-01-01T00:00:00.000,9334.6,2821,1615.2,224722
54,Cicero,2002-01-01T00:00:00.000,11490.2,8952.7,5938.3,318287
54A,North Cicero/Skokie Blvd.,2002-01-01T00:00:00.000,1202.7,0,0,26460
54B,South Cicero,2002-01-01T00:00:00.000,4400,4152,2515.3,125986
55,Garfield,2002-01-01T00:00:00.000,13095.5,9634.9,6596,359620
55N,55th/Narragansett,2002-01-01T00:00:00.000,1065.3,127.9,0,23948
56,Milwaukee,2002-01-01T00:00:00.000,13792.7,9120.8,6453.4,372190
56A,North Milwaukee,2002-01-01T00:00:00.000,665.1,0,0,14633
57,Laramie,2002-01-01T00:00:00.000,3161.1,1563.2,685,79222
59,59th/61st,2002-01-01T00:00:00.000,4106.5,1817.8,0,97615
60,Blue Island/26th,2002-01-01T00:00:00.000,13171.5,8719,5767.7,353489
62,Archer,2002-01-01T00:00:00.000,15572,7245.5,4691.6,395024
62H,Archer/Harlem,2002-01-01T00:00:00.000,1423,567,0,33574
63,63rd,2002-01-01T00:00:00.000,21408.6,15748.9,11985,593909
63W,West 63rd,2002-01-01T00:00:00.000,2141.4,593.7,419.5,51582
64,Foster-Canfield,2002-01-01T00:00:00.000,173.4,0,0,3814
65,Grand,2002-01-01T00:00:00.000,6511.3,3102.7,1593.5,163628
66,Chicago,2002-01-01T00:00:00.000,21781.6,12628.7,9344.1,576431
67,67th-69th-71st,2002-01-01T00:00:00.000,13657.4,10122.5,6687.9,374392
68,Northwest Highway,2002-01-01T00:00:00.000,1528.3,545.5,196.9,36790
69,Cumberland/East River,2002-01-01T00:00:00.000,442.4,0,0,9732
70,Division,2002-01-01T00:00:00.000,10596.3,7609.1,5214,289626
71,71st/South Shore,2002-01-01T00:00:00.000,7686.4,5910.6,3586.7,210677
72,North,2002-01-01T00:00:00.000,15173.4,10615,7489,413719
73,Armitage,2002-01-01T00:00:00.000,4905.8,2278.7,1334.3,123714
74,Fullerton,2002-01-01T00:00:00.000,12746.7,9283.3,5812.9,346624
75,74th-75th,2002-01-01T00:00:00.000,7797.4,5061.7,3685.6,210217
76,Diversey,2002-01-01T00:00:00.000,11707.1,7100.9,4994.6,310933
77,Belmont,2002-01-01T00:00:00.000,19323.3,11947.2,7511.8,510460
78,Montrose,2002-01-01T00:00:00.000,8200.9,5557.8,3268.7,218996
79,79th,2002-01-01T00:00:00.000,33311.2,24247.6,16798.2,913827
80,Irving Park,2002-01-01T00:00:00.000,11307.4,7987.6,4872.1,305074
81,Lawrence,2002-01-01T00:00:00.000,14007.2,9705.6,6698.6,380473
81W,West Lawrence,2002-01-01T00:00:00.000,1486,925,407.4,38428
82,Kimball-Homan,2002-01-01T00:00:00.000,18951.8,11830.6,7308.6,500805
84,Peterson,2002-01-01T00:00:00.000,3866.2,2011.7,850.3,97355
85,Central,2002-01-01T00:00:00.000,12270.9,7560.2,4902.8,324715
85A,North Central,2002-01-01T00:00:00.000,669.7,473.5,0,16626
86,Narragansett/Ridgeland,2002-01-01T00:00:00.000,1948.8,0,0,42874
87,87th,2002-01-01T00:00:00.000,16146.2,9616.5,5848.8,422927
88,Higgins,2002-01-01T00:00:00.000,1670.9,770.7,432.6,42007
90,Harlem,2002-01-01T00:00:00.000,3540.4,3019.2,1592.3,97928
90N,North Harlem,2002-01-01T00:00:00.000,397.3,129.5,0,9259
91,Austin,2002-01-01T00:00:00.000,8039.2,3735.4,2134.1,202475
92,Foster,2002-01-01T00:00:00.000,7479.7,3481,2379.8,190376
93,California/Dodge,2002-01-01T00:00:00.000,2108.8,1141.7,0,50961
94,South California,2002-01-01T00:00:00.000,10012.5,4930.9,3189.3,255945
95E,93rd-95th,2002-01-01T00:00:00.000,6485.8,4028.5,2689.5,172250
95W,West 95th,2002-01-01T00:00:00.000,4916.9,4449.1,2823.7,140086
96,Lunt,2002-01-01T00:00:00.000,1370.6,0,0,30153
97,Skokie,2002-01-01T00:00:00.000,3508,2210.1,1284.4,92438
100,Jeffery Manor Express,2002-01-01T00:00:00.000,1172.4,0,0,25792
103,West 103rd,2002-01-01T00:00:00.000,3688.5,1550.1,1094.1,92819
106,East 103rd,2002-01-01T00:00:00.000,2669,643.5,294.7,62765
108,Halsted/95th,2002-01-01T00:00:00.000,2787.3,0,0,61320
111,Pullman/111th/115th,2002-01-01T00:00:00.000,6051.9,2763.8,1839,153392
112,Vincennes/111th,2002-01-01T00:00:00.000,3701.5,1449.4,864.3,91553
119,Michigan/119th,2002-01-01T00:00:00.000,4604.5,4410.8,2689.8,132392
120,Ogilvie/Wacker Express,2002-01-01T00:00:00.000,1100.9,0,0,24219
121,Union/Wacker Express,2002-01-01T00:00:00.000,1392.3,0,0,30631
122,Illinois Center/Ogilvie Express,2002-01-01T00:00:00.000,1126.6,0,0,24785
123,Illinois Center/Union Express,2002-01-01T00:00:00.000,1024.5,0,0,22538
125,Water Tower Express,2002-01-01T00:00:00.000,2285.7,0,0,50284
126,Jackson,2002-01-01T00:00:00.000,9181.6,4292.1,2836.5,233347
127,Madison/Roosevelt Circulator,2002-01-01T00:00:00.000,163.4,0,0,3595
128,Soldier Field Express,2002-01-01T00:00:00.000,0,2329.4,2269.6,4599
129,West Loop/South Loop,2002-01-01T00:00:00.000,769.6,0,0,16931
135,Clarendon/LaSalle Express,2002-01-01T00:00:00.000,3400.5,0,0,74812
136,Sheridan/LaSalle Express,2002-01-01T00:00:00.000,1801.1,0,0,39625
145,Wilson/Michigan Express,2002-01-01T00:00:00.000,7685.7,3573.7,1971.9,193240
146,Inner Drive/Michigan Express,2002-01-01T00:00:00.000,8769.4,5731,3552.3,233613
147,Outer Drive Express,2002-01-01T00:00:00.000,8693.5,4907.5,0,210888
151,Sheridan,2002-01-01T00:00:00.000,22602.3,14452,11691.4,613515
152,Addison,2002-01-01T00:00:00.000,10265.9,4085.3,2040.4,252393
155,Devon,2002-01-01T00:00:00.000,6793.9,5222,4024,190473
156,LaSalle,2002-01-01T00:00:00.000,8305,0,0,182709
157,Streeterville/Taylor,2002-01-01T00:00:00.000,3114.4,0,0,68516
168,UIC-Pilsen Express,2002-01-01T00:00:00.000,22,0,0,44
169,69th-UPS Express,2002-01-01T00:00:00.000,502.6,40,0,11218
170,U. of Chicago/Midway,2002-01-01T00:00:00.000,546.1,0,0,12014
171,U. of Chicago/Hyde Park,2002-01-01T00:00:00.000,1278.7,596.7,412,32578
172,U. of Chicago/Kenwood,2002-01-01T00:00:00.000,1610,164.7,141.9,36787
173,U. of Chicago/Lakeview Express,2002-01-01T00:00:00.000,227.2,296,150.8,6936
201,Central/Ridge,2002-01-01T00:00:00.000,1326.2,785.2,141.2,33023
202,Main/Emerson,2002-01-01T00:00:00.000,380.3,0,0,8367
203,Ridge/Grant,2002-01-01T00:00:00.000,1518.2,0,0,33400
204,Dodge,2002-01-01T00:00:00.000,1340.7,0,0,29495
1,Indiana/Hyde Park,2002-02-01T00:00:00.000,7746.3,0,0,154926
2,Hyde Park Express,2002-02-01T00:00:00.000,923.9,0,0,18478
3,King Drive,2002-02-01T00:00:00.000,23232.5,18146.3,11121.7,581722
4,Cottage Grove,2002-02-01T00:00:00.000,23715.4,18779,11378.8,594940
6,Jackson Park Express,2002-02-01T00:00:00.000,18469,13729.9,8154.4,456917
7,Harrison,2002-02-01T00:00:00.000,5412,0,0,108241
8,Halsted,2002-02-01T00:00:00.000,19548.1,14469.2,10402.5,490448
8A,South Halsted,2002-02-01T00:00:00.000,3342.9,3542.5,1981.7,88954
9,Ashland,2002-02-01T00:00:00.000,30481.5,25692.4,18211.4,785245
10,Museum of S & I,2002-02-01T00:00:00.000,0,515.7,363,3515
11,Lincoln/Sedgwick,2002-02-01T00:00:00.000,3299.2,1884.1,971.2,77405
12,Roosevelt,2002-02-01T00:00:00.000,10209.8,7002.3,5470.6,254087
14,Jeffery Express,2002-02-01T00:00:00.000,9673.8,0,0,193477
17,Westchester,2002-02-01T00:00:00.000,618.8,0,0,12375
18,16th/18th,2002-02-01T00:00:00.000,1567.5,959.7,641.2,37753
19,United Center Express,2002-02-01T00:00:00.000,181.1,360.4,500.3,3756
20,Madison,2002-02-01T00:00:00.000,24262.4,17086.8,9455.2,591416
21,Cermak,2002-02-01T00:00:00.000,7418.4,10017.7,6386.1,213983
X21,Cermak Express,2002-02-01T00:00:00.000,0,719.2,602,5285
22,Clark,2002-02-01T00:00:00.000,21214.6,15571.6,11502.4,532588
24,Wentworth,2002-02-01T00:00:00.000,4706.1,0,0,94122
25,West Cermak,2002-02-01T00:00:00.000,456.8,0,0,9135
27,South Deering,2002-02-01T00:00:00.000,5501.9,3743.8,2716.2,135877
28,Stony Island,2002-02-01T00:00:00.000,13139.3,10251.8,6234.6,328732
29,State,2002-02-01T00:00:00.000,16801.9,13788.9,8395.2,424775
30,South Chicago,2002-02-01T00:00:00.000,3796,2543.6,646.9,88681
33,Mag Mile Express,2002-02-01T00:00:00.000,805.6,0,0,16112
34,South Michigan,2002-02-01T00:00:00.000,8647.8,5443.8,4105.7,211154
35,35th,2002-02-01T00:00:00.000,6122.8,3370.4,1815.6,143200
36,Broadway,2002-02-01T00:00:00.000,14130.6,13617.3,9225.2,373981
37,Sedgwick,2002-02-01T00:00:00.000,2370.8,0,0,47415
39,Pershing,2002-02-01T00:00:00.000,2100.9,0,0,42019
43,43rd,2002-02-01T00:00:00.000,1188.9,682.2,302.5,27716
44,Wallace-Racine,2002-02-01T00:00:00.000,6100.4,3076.4,1777.4,141423
47,47th,2002-02-01T00:00:00.000,8294.8,6067.7,3849.8,205566
48,South Damen,2002-02-01T00:00:00.000,1125.9,0,0,22518
49,Western,2002-02-01T00:00:00.000,24003.1,21477,13783.5,621104
49A,South Western,2002-02-01T00:00:00.000,710,0,0,14201
49B,North Western,2002-02-01T00:00:00.000,5400.3,3206.4,2686.7,131578
X49,Western Express,2002-02-01T00:00:00.000,5629.1,0,0,112582
50,Damen,2002-02-01T00:00:00.000,8555.3,4363.2,2814.4,199816
51,51st,2002-02-01T00:00:00.000,4834.2,4061.3,2651.5,123535
52,Kedzie/California,2002-02-01T00:00:00.000,11371.8,8255,5934.6,284195
52A,South Kedzie,2002-02-01T00:00:00.000,6585.1,3539.2,2022.1,153948
53,Pulaski,2002-02-01T00:00:00.000,20816.1,14995.3,10238,517256
53A,South Pulaski,2002-02-01T00:00:00.000,9640.9,3461.8,1936.3,214410
54,Cicero,2002-02-01T00:00:00.000,12036.9,9787.9,6191.2,304654
54A,North Cicero/Skokie Blvd.,2002-02-01T00:00:00.000,1220.6,0,0,24413
54B,South Cicero,2002-02-01T00:00:00.000,4719.8,5004.3,2906.2,126037
55,Garfield,2002-02-01T00:00:00.000,12595.8,10629.8,7624.6,324935
55N,55th/Narragansett,2002-02-01T00:00:00.000,1080.5,133.1,0,22143
